,labels,1,2,3
10912,0,0,0,0
10913,1,1,0,0
10914,2,0,1,0
10915,3,0,0,1
10916,0,0,0,0
10917,0,0,0,0
10918,1,1,0,0
10919,3,0,0,1
10920,1,1,0,0
10921,0,0,0,0
10922,3,0,0,1
10923,0,0,0,0
10924,3,0,0,1
10925,3,0,0,1
10926,1,1,0,0
10927,1,1,0,0
10928,0,0,0,0
10929,0,0,0,0
10930,3,0,0,1
10931,3,0,0,1
10932,2,0,1,0
10933,0,0,0,0
10934,0,0,0,0
10935,0,0,0,0
10936,1,1,0,0
10937,3,0,0,1
10938,0,0,0,0
10939,0,0,0,0
10940,0,0,0,0
10941,1,1,0,0
10942,1,1,0,0
10943,1,1,0,0
10944,3,0,0,1
10945,0,0,0,0
10946,2,0,1,0
10947,1,1,0,0
10948,3,0,0,1
10949,2,0,1,0
10950,0,0,0,0
10951,1,1,0,0
10952,2,0,1,0
10953,1,1,0,0
10954,0,0,0,0
10955,1,1,0,0
10956,0,0,0,0
10957,3,0,0,1
10958,2,0,1,0
10959,3,0,0,1
10960,1,1,0,0
10961,0,0,0,0
10962,1,1,0,0
10963,3,0,0,1
10964,3,0,0,1
10965,0,0,0,0
10966,1,1,0,0
10967,3,0,0,1
10968,0,0,0,0
10969,0,0,0,0
10970,0,0,0,0
10971,1,1,0,0
10972,0,0,0,0
10973,1,1,0,0
10974,3,0,0,1
10975,1,1,0,0
10976,0,0,0,0
10977,1,1,0,0
10978,1,1,0,0
10979,2,0,1,0
10980,3,0,0,1
10981,1,1,0,0
10982,2,0,1,0
10983,3,0,0,1
10984,3,0,0,1
10985,0,0,0,0
10986,0,0,0,0
10987,1,1,0,0
10988,3,0,0,1
10989,3,0,0,1
10990,0,0,0,0
10991,0,0,0,0
10992,0,0,0,0
10993,0,0,0,0
10994,1,1,0,0
10995,2,0,1,0
10996,1,1,0,0
10997,0,0,0,0
10998,1,1,0,0
10999,0,0,0,0
11000,3,0,0,1
11001,3,0,0,1
11002,1,1,0,0
11003,0,0,0,0
11004,1,1,0,0
11005,1,1,0,0
11006,2,0,1,0
11007,0,0,0,0
11008,0,0,0,0
11009,0,0,0,0
11010,0,0,0,0
11011,1,1,0,0
11012,0,0,0,0
11013,0,0,0,0
11014,0,0,0,0
11015,3,0,0,1
11016,0,0,0,0
11017,0,0,0,0
11018,0,0,0,0
11019,1,1,0,0
11020,0,0,0,0
11021,3,0,0,1
11022,0,0,0,0
11023,0,0,0,0
11024,0,0,0,0
11025,1,1,0,0
11026,0,0,0,0
11027,0,0,0,0
11028,1,1,0,0
11029,1,1,0,0
11030,1,1,0,0
11031,3,0,0,1
11032,0,0,0,0
11033,1,1,0,0
11034,2,0,1,0
11035,3,0,0,1
11036,0,0,0,0
11037,2,0,1,0
11038,3,0,0,1
11039,1,1,0,0
11040,2,0,1,0
11041,3,0,0,1
11042,1,1,0,0
11043,1,1,0,0
11044,1,1,0,0
11045,0,0,0,0
11046,1,1,0,0
11047,1,1,0,0
11048,1,1,0,0
11049,3,0,0,1
11050,1,1,0,0
11051,3,0,0,1
11052,0,0,0,0
11053,3,0,0,1
11054,3,0,0,1
11055,0,0,0,0
11056,0,0,0,0
11057,0,0,0,0
11058,0,0,0,0
11059,2,0,1,0
11060,1,1,0,0
11061,0,0,0,0
11062,0,0,0,0
11063,0,0,0,0
11064,3,0,0,1
11065,1,1,0,0
11066,3,0,0,1
11067,0,0,0,0
11068,0,0,0,0
11069,0,0,0,0
11070,0,0,0,0
11071,1,1,0,0
11072,3,0,0,1
11073,0,0,0,0
11074,1,1,0,0
11075,0,0,0,0
11076,3,0,0,1
11077,1,1,0,0
11078,0,0,0,0
11079,0,0,0,0
11080,0,0,0,0
11081,3,0,0,1
11082,0,0,0,0
11083,0,0,0,0
11084,1,1,0,0
11085,3,0,0,1
11086,3,0,0,1
11087,0,0,0,0
11088,3,0,0,1
11089,1,1,0,0
11090,1,1,0,0
11091,3,0,0,1
11092,3,0,0,1
11093,0,0,0,0
11094,1,1,0,0
11095,0,0,0,0
11096,0,0,0,0
11097,3,0,0,1
11098,0,0,0,0
11099,0,0,0,0
11100,0,0,0,0
11101,3,0,0,1
11102,3,0,0,1
11103,3,0,0,1
11104,0,0,0,0
11105,1,1,0,0
11106,3,0,0,1
11107,0,0,0,0
11108,0,0,0,0
11109,0,0,0,0
11110,0,0,0,0
11111,3,0,0,1
11112,0,0,0,0
11113,0,0,0,0
11114,0,0,0,0
11115,0,0,0,0
11116,0,0,0,0
11117,0,0,0,0
11118,0,0,0,0
11119,1,1,0,0
11120,3,0,0,1
11121,0,0,0,0
11122,1,1,0,0
11123,0,0,0,0
11124,3,0,0,1
11125,3,0,0,1
11126,3,0,0,1
11127,1,1,0,0
11128,0,0,0,0
11129,0,0,0,0
11130,1,1,0,0
11131,3,0,0,1
11132,3,0,0,1
11133,0,0,0,0
11134,3,0,0,1
11135,1,1,0,0
11136,0,0,0,0
11137,3,0,0,1
11138,1,1,0,0
11139,0,0,0,0
11140,3,0,0,1
11141,3,0,0,1
11142,0,0,0,0
11143,3,0,0,1
11144,1,1,0,0
11145,0,0,0,0
11146,3,0,0,1
11147,3,0,0,1
11148,3,0,0,1
11149,3,0,0,1
11150,1,1,0,0
11151,3,0,0,1
11152,1,1,0,0
11153,1,1,0,0
11154,2,0,1,0
11155,3,0,0,1
11156,0,0,0,0
11157,3,0,0,1
11158,3,0,0,1
11159,3,0,0,1
11160,0,0,0,0
11161,0,0,0,0
11162,0,0,0,0
11163,1,1,0,0
11164,0,0,0,0
11165,1,1,0,0
11166,1,1,0,0
11167,3,0,0,1
11168,1,1,0,0
11169,3,0,0,1
11170,0,0,0,0
11171,0,0,0,0
11172,0,0,0,0
11173,0,0,0,0
11174,1,1,0,0
11175,3,0,0,1
11176,1,1,0,0
11177,0,0,0,0
11178,3,0,0,1
11179,0,0,0,0
11180,0,0,0,0
11181,0,0,0,0
11182,0,0,0,0
11183,0,0,0,0
11184,3,0,0,1
11185,0,0,0,0
11186,0,0,0,0
11187,0,0,0,0
11188,0,0,0,0
11189,1,1,0,0
11190,3,0,0,1
11191,0,0,0,0
11192,1,1,0,0
11193,3,0,0,1
11194,3,0,0,1
11195,3,0,0,1
11196,3,0,0,1
11197,0,0,0,0
11198,3,0,0,1
11199,3,0,0,1
11200,0,0,0,0
11201,3,0,0,1
11202,1,1,0,0
11203,1,1,0,0
11204,0,0,0,0
11205,0,0,0,0
11206,1,1,0,0
11207,2,0,1,0
11208,0,0,0,0
11209,1,1,0,0
11210,0,0,0,0
11211,1,1,0,0
11212,3,0,0,1
11213,3,0,0,1
11214,1,1,0,0
11215,0,0,0,0
11216,0,0,0,0
11217,2,0,1,0
11218,3,0,0,1
11219,0,0,0,0
11220,3,0,0,1
11221,1,1,0,0
11222,0,0,0,0
11223,3,0,0,1
11224,0,0,0,0
11225,0,0,0,0
11226,1,1,0,0
11227,1,1,0,0
11228,0,0,0,0
11229,0,0,0,0
11230,1,1,0,0
11231,1,1,0,0
11232,3,0,0,1
11233,2,0,1,0
11234,0,0,0,0
11235,3,0,0,1
11236,0,0,0,0
11237,1,1,0,0
11238,3,0,0,1
11239,0,0,0,0
11240,3,0,0,1
11241,3,0,0,1
11242,3,0,0,1
11243,0,0,0,0
11244,3,0,0,1
11245,3,0,0,1
11246,3,0,0,1
11247,3,0,0,1
11248,0,0,0,0
11249,3,0,0,1
11250,0,0,0,0
11251,1,1,0,0
11252,3,0,0,1
11253,3,0,0,1
11254,0,0,0,0
11255,3,0,0,1
11256,3,0,0,1
11257,0,0,0,0
11258,3,0,0,1
11259,1,1,0,0
11260,0,0,0,0
11261,2,0,1,0
11262,3,0,0,1
11263,0,0,0,0
11264,0,0,0,0
11265,3,0,0,1
11266,0,0,0,0
11267,2,0,1,0
11268,0,0,0,0
11269,0,0,0,0
11270,0,0,0,0
11271,0,0,0,0
11272,1,1,0,0
11273,0,0,0,0
11274,3,0,0,1
11275,0,0,0,0
11276,1,1,0,0
11277,3,0,0,1
11278,2,0,1,0
11279,3,0,0,1
11280,0,0,0,0
11281,3,0,0,1
11282,0,0,0,0
11283,0,0,0,0
11284,2,0,1,0
11285,3,0,0,1
11286,0,0,0,0
11287,0,0,0,0
11288,0,0,0,0
11289,0,0,0,0
11290,1,1,0,0
11291,2,0,1,0
11292,0,0,0,0
11293,1,1,0,0
11294,3,0,0,1
11295,1,1,0,0
11296,1,1,0,0
11297,3,0,0,1
11298,0,0,0,0
11299,0,0,0,0
11300,3,0,0,1
11301,3,0,0,1
11302,0,0,0,0
11303,1,1,0,0
11304,3,0,0,1
11305,0,0,0,0
11306,0,0,0,0
11307,0,0,0,0
11308,0,0,0,0
11309,3,0,0,1
11310,0,0,0,0
11311,2,0,1,0
11312,0,0,0,0
11313,0,0,0,0
11314,3,0,0,1
11315,0,0,0,0
11316,0,0,0,0
11317,0,0,0,0
11318,1,1,0,0
11319,1,1,0,0
11320,1,1,0,0
11321,0,0,0,0
11322,1,1,0,0
11323,1,1,0,0
11324,3,0,0,1
11325,1,1,0,0
11326,1,1,0,0
11327,0,0,0,0
11328,0,0,0,0
11329,3,0,0,1
11330,0,0,0,0
11331,0,0,0,0
11332,0,0,0,0
11333,1,1,0,0
11334,0,0,0,0
11335,3,0,0,1
11336,0,0,0,0
11337,3,0,0,1
11338,3,0,0,1
11339,1,1,0,0
11340,0,0,0,0
11341,3,0,0,1
11342,3,0,0,1
11343,0,0,0,0
11344,1,1,0,0
11345,0,0,0,0
11346,3,0,0,1
11347,0,0,0,0
11348,3,0,0,1
11349,0,0,0,0
11350,0,0,0,0
11351,3,0,0,1
11352,1,1,0,0
11353,0,0,0,0
11354,3,0,0,1
11355,0,0,0,0
11356,1,1,0,0
11357,0,0,0,0
11358,0,0,0,0
11359,0,0,0,0
11360,3,0,0,1
11361,3,0,0,1
11362,1,1,0,0
11363,1,1,0,0
11364,2,0,1,0
11365,3,0,0,1
11366,3,0,0,1
11367,0,0,0,0
11368,3,0,0,1
11369,1,1,0,0
11370,1,1,0,0
11371,0,0,0,0
11372,0,0,0,0
11373,0,0,0,0
11374,3,0,0,1
11375,0,0,0,0
11376,0,0,0,0
11377,1,1,0,0
11378,3,0,0,1
11379,2,0,1,0
11380,3,0,0,1
11381,0,0,0,0
11382,3,0,0,1
11383,0,0,0,0
11384,0,0,0,0
11385,3,0,0,1
11386,3,0,0,1
11387,0,0,0,0
11388,1,1,0,0
11389,0,0,0,0
11390,0,0,0,0
11391,1,1,0,0
11392,0,0,0,0
11393,3,0,0,1
11394,1,1,0,0
11395,3,0,0,1
11396,0,0,0,0
11397,0,0,0,0
11398,2,0,1,0
11399,1,1,0,0
11400,3,0,0,1
11401,0,0,0,0
11402,0,0,0,0
11403,0,0,0,0
11404,3,0,0,1
11405,0,0,0,0
11406,3,0,0,1
11407,0,0,0,0
11408,0,0,0,0
11409,0,0,0,0
11410,0,0,0,0
11411,1,1,0,0
11412,0,0,0,0
11413,0,0,0,0
11414,0,0,0,0
11415,1,1,0,0
11416,0,0,0,0
11417,0,0,0,0
11418,0,0,0,0
11419,3,0,0,1
11420,1,1,0,0
11421,1,1,0,0
11422,1,1,0,0
11423,3,0,0,1
11424,3,0,0,1
11425,1,1,0,0
11426,3,0,0,1
11427,0,0,0,0
11428,0,0,0,0
11429,3,0,0,1
11430,0,0,0,0
11431,3,0,0,1
11432,1,1,0,0
11433,3,0,0,1
11434,3,0,0,1
11435,1,1,0,0
11436,0,0,0,0
11437,1,1,0,0
11438,1,1,0,0
11439,1,1,0,0
11440,1,1,0,0
11441,1,1,0,0
11442,0,0,0,0
11443,0,0,0,0
11444,0,0,0,0
11445,0,0,0,0
11446,1,1,0,0
11447,3,0,0,1
11448,0,0,0,0
11449,0,0,0,0
11450,1,1,0,0
11451,1,1,0,0
11452,0,0,0,0
11453,0,0,0,0
11454,0,0,0,0
11455,1,1,0,0
11456,3,0,0,1
11457,1,1,0,0
11458,1,1,0,0
11459,1,1,0,0
11460,1,1,0,0
11461,0,0,0,0
11462,3,0,0,1
11463,3,0,0,1
11464,3,0,0,1
11465,0,0,0,0
11466,0,0,0,0
11467,1,1,0,0
11468,3,0,0,1
11469,0,0,0,0
11470,1,1,0,0
11471,2,0,1,0
11472,0,0,0,0
11473,0,0,0,0
11474,0,0,0,0
11475,0,0,0,0
11476,0,0,0,0
11477,1,1,0,0
11478,0,0,0,0
11479,1,1,0,0
11480,1,1,0,0
11481,3,0,0,1
11482,0,0,0,0
11483,3,0,0,1
11484,0,0,0,0
11485,0,0,0,0
11486,0,0,0,0
11487,3,0,0,1
11488,0,0,0,0
11489,0,0,0,0
11490,0,0,0,0
11491,0,0,0,0
11492,0,0,0,0
11493,3,0,0,1
11494,0,0,0,0
11495,0,0,0,0
11496,0,0,0,0
11497,1,1,0,0
11498,1,1,0,0
11499,3,0,0,1
11500,0,0,0,0
11501,0,0,0,0
11502,3,0,0,1
11503,0,0,0,0
11504,0,0,0,0
11505,3,0,0,1
11506,2,0,1,0
11507,1,1,0,0
11508,1,1,0,0
11509,0,0,0,0
11510,3,0,0,1
11511,0,0,0,0
11512,3,0,0,1
11513,3,0,0,1
11514,0,0,0,0
11515,0,0,0,0
11516,0,0,0,0
11517,1,1,0,0
11518,0,0,0,0
11519,2,0,1,0
11520,0,0,0,0
11521,0,0,0,0
11522,2,0,1,0
11523,1,1,0,0
11524,1,1,0,0
11525,0,0,0,0
11526,1,1,0,0
11527,0,0,0,0
11528,1,1,0,0
11529,0,0,0,0
11530,1,1,0,0
11531,1,1,0,0
11532,1,1,0,0
11533,1,1,0,0
11534,3,0,0,1
11535,2,0,1,0
11536,0,0,0,0
11537,0,0,0,0
11538,3,0,0,1
11539,0,0,0,0
11540,0,0,0,0
11541,2,0,1,0
11542,1,1,0,0
11543,3,0,0,1
11544,2,0,1,0
11545,3,0,0,1
11546,0,0,0,0
11547,3,0,0,1
11548,1,1,0,0
11549,3,0,0,1
11550,1,1,0,0
11551,1,1,0,0
11552,0,0,0,0
11553,3,0,0,1
11554,0,0,0,0
11555,0,0,0,0
11556,3,0,0,1
11557,0,0,0,0
11558,0,0,0,0
11559,0,0,0,0
11560,3,0,0,1
11561,3,0,0,1
11562,0,0,0,0
11563,0,0,0,0
11564,1,1,0,0
11565,3,0,0,1
11566,0,0,0,0
11567,1,1,0,0
11568,3,0,0,1
11569,2,0,1,0
11570,1,1,0,0
11571,0,0,0,0
11572,1,1,0,0
11573,0,0,0,0
11574,2,0,1,0
11575,3,0,0,1
11576,3,0,0,1
11577,1,1,0,0
11578,1,1,0,0
11579,3,0,0,1
11580,3,0,0,1
11581,3,0,0,1
11582,3,0,0,1
11583,3,0,0,1
11584,3,0,0,1
11585,1,1,0,0
11586,1,1,0,0
11587,1,1,0,0
11588,0,0,0,0
11589,2,0,1,0
11590,1,1,0,0
11591,2,0,1,0
11592,0,0,0,0
11593,3,0,0,1
11594,0,0,0,0
11595,0,0,0,0
11596,0,0,0,0
11597,3,0,0,1
11598,0,0,0,0
11599,0,0,0,0
11600,0,0,0,0
11601,2,0,1,0
11602,0,0,0,0
11603,0,0,0,0
11604,0,0,0,0
11605,0,0,0,0
11606,1,1,0,0
11607,0,0,0,0
11608,1,1,0,0
11609,1,1,0,0
11610,0,0,0,0
11611,1,1,0,0
11612,0,0,0,0
11613,0,0,0,0
11614,3,0,0,1
11615,3,0,0,1
11616,3,0,0,1
11617,3,0,0,1
11618,1,1,0,0
11619,0,0,0,0
11620,0,0,0,0
11621,0,0,0,0
11622,0,0,0,0
11623,0,0,0,0
11624,0,0,0,0
11625,1,1,0,0
11626,1,1,0,0
11627,0,0,0,0
11628,0,0,0,0
11629,1,1,0,0
11630,0,0,0,0
11631,0,0,0,0
11632,0,0,0,0
11633,0,0,0,0
11634,1,1,0,0
11635,0,0,0,0
11636,3,0,0,1
11637,3,0,0,1
11638,0,0,0,0
11639,0,0,0,0
11640,0,0,0,0
11641,0,0,0,0
11642,1,1,0,0
11643,0,0,0,0
11644,1,1,0,0
11645,0,0,0,0
11646,3,0,0,1
11647,3,0,0,1
11648,0,0,0,0
11649,1,1,0,0
11650,1,1,0,0
11651,3,0,0,1
11652,1,1,0,0
11653,0,0,0,0
11654,0,0,0,0
11655,0,0,0,0
11656,3,0,0,1
11657,0,0,0,0
11658,1,1,0,0
11659,0,0,0,0
11660,0,0,0,0
11661,3,0,0,1
11662,1,1,0,0
11663,2,0,1,0
11664,3,0,0,1
11665,0,0,0,0
11666,0,0,0,0
11667,0,0,0,0
11668,0,0,0,0
11669,3,0,0,1
11670,1,1,0,0
11671,0,0,0,0
11672,0,0,0,0
11673,2,0,1,0
11674,0,0,0,0
11675,0,0,0,0
11676,1,1,0,0
11677,3,0,0,1
11678,0,0,0,0
11679,0,0,0,0
11680,1,1,0,0
11681,3,0,0,1
11682,3,0,0,1
11683,0,0,0,0
11684,0,0,0,0
11685,1,1,0,0
11686,0,0,0,0
11687,3,0,0,1
11688,1,1,0,0
11689,3,0,0,1
11690,0,0,0,0
11691,0,0,0,0
11692,0,0,0,0
11693,3,0,0,1
11694,1,1,0,0
11695,0,0,0,0
11696,3,0,0,1
11697,0,0,0,0
11698,0,0,0,0
11699,3,0,0,1
11700,0,0,0,0
11701,0,0,0,0
11702,3,0,0,1
11703,3,0,0,1
11704,0,0,0,0
11705,0,0,0,0
11706,3,0,0,1
11707,1,1,0,0
11708,3,0,0,1
11709,3,0,0,1
11710,3,0,0,1
11711,0,0,0,0
11712,0,0,0,0
11713,3,0,0,1
11714,3,0,0,1
11715,0,0,0,0
11716,3,0,0,1
11717,0,0,0,0
11718,0,0,0,0
11719,0,0,0,0
11720,1,1,0,0
11721,3,0,0,1
11722,0,0,0,0
11723,1,1,0,0
11724,3,0,0,1
11725,0,0,0,0
11726,0,0,0,0
11727,0,0,0,0
11728,0,0,0,0
11729,0,0,0,0
11730,0,0,0,0
11731,3,0,0,1
11732,0,0,0,0
11733,0,0,0,0
11734,3,0,0,1
11735,3,0,0,1
11736,3,0,0,1
11737,1,1,0,0
11738,0,0,0,0
11739,3,0,0,1
11740,1,1,0,0
11741,0,0,0,0
11742,0,0,0,0
11743,0,0,0,0
11744,0,0,0,0
11745,3,0,0,1
11746,0,0,0,0
11747,0,0,0,0
11748,1,1,0,0
11749,1,1,0,0
11750,3,0,0,1
11751,0,0,0,0
11752,3,0,0,1
11753,1,1,0,0
11754,0,0,0,0
11755,3,0,0,1
11756,0,0,0,0
11757,3,0,0,1
11758,0,0,0,0
11759,3,0,0,1
11760,0,0,0,0
11761,1,1,0,0
11762,3,0,0,1
11763,0,0,0,0
11764,0,0,0,0
11765,3,0,0,1
11766,1,1,0,0
11767,1,1,0,0
11768,1,1,0,0
11769,3,0,0,1
11770,2,0,1,0
11771,0,0,0,0
11772,0,0,0,0
11773,0,0,0,0
11774,3,0,0,1
11775,3,0,0,1
11776,3,0,0,1
11777,3,0,0,1
11778,1,1,0,0
11779,0,0,0,0
11780,0,0,0,0
11781,3,0,0,1
11782,0,0,0,0
11783,0,0,0,0
11784,0,0,0,0
11785,0,0,0,0
11786,0,0,0,0
11787,0,0,0,0
11788,1,1,0,0
11789,3,0,0,1
11790,3,0,0,1
11791,0,0,0,0
11792,3,0,0,1
11793,0,0,0,0
11794,3,0,0,1
11795,1,1,0,0
11796,1,1,0,0
11797,1,1,0,0
11798,1,1,0,0
11799,0,0,0,0
11800,3,0,0,1
11801,0,0,0,0
11802,0,0,0,0
11803,1,1,0,0
11804,0,0,0,0
11805,0,0,0,0
11806,0,0,0,0
11807,3,0,0,1
11808,3,0,0,1
11809,1,1,0,0
11810,0,0,0,0
11811,1,1,0,0
11812,0,0,0,0
11813,3,0,0,1
11814,0,0,0,0
11815,0,0,0,0
11816,0,0,0,0
11817,3,0,0,1
11818,0,0,0,0
11819,3,0,0,1
11820,0,0,0,0
11821,1,1,0,0
11822,3,0,0,1
11823,0,0,0,0
11824,3,0,0,1
11825,3,0,0,1
11826,0,0,0,0
11827,0,0,0,0
11828,0,0,0,0
11829,1,1,0,0
11830,0,0,0,0
11831,3,0,0,1
11832,3,0,0,1
11833,0,0,0,0
11834,3,0,0,1
11835,0,0,0,0
11836,0,0,0,0
11837,1,1,0,0
11838,1,1,0,0
11839,3,0,0,1
11840,0,0,0,0
11841,3,0,0,1
11842,3,0,0,1
11843,2,0,1,0
11844,0,0,0,0
11845,3,0,0,1
11846,3,0,0,1
11847,0,0,0,0
11848,1,1,0,0
11849,0,0,0,0
11850,1,1,0,0
11851,0,0,0,0
11852,0,0,0,0
11853,0,0,0,0
11854,3,0,0,1
11855,2,0,1,0
11856,3,0,0,1
11857,0,0,0,0
11858,1,1,0,0
11859,0,0,0,0
11860,0,0,0,0
11861,0,0,0,0
11862,0,0,0,0
11863,1,1,0,0
11864,0,0,0,0
11865,3,0,0,1
11866,0,0,0,0
11867,0,0,0,0
11868,0,0,0,0
11869,0,0,0,0
11870,0,0,0,0
11871,1,1,0,0
11872,3,0,0,1
11873,0,0,0,0
11874,0,0,0,0
11875,0,0,0,0
11876,1,1,0,0
11877,3,0,0,1
11878,2,0,1,0
11879,3,0,0,1
11880,3,0,0,1
11881,3,0,0,1
11882,0,0,0,0
11883,1,1,0,0
11884,0,0,0,0
11885,0,0,0,0
11886,3,0,0,1
11887,0,0,0,0
11888,0,0,0,0
11889,0,0,0,0
11890,1,1,0,0
11891,0,0,0,0
11892,0,0,0,0
11893,3,0,0,1
11894,0,0,0,0
11895,0,0,0,0
11896,3,0,0,1
11897,1,1,0,0
11898,1,1,0,0
11899,3,0,0,1
11900,0,0,0,0
11901,0,0,0,0
11902,3,0,0,1
11903,3,0,0,1
11904,0,0,0,0
11905,3,0,0,1
11906,3,0,0,1
11907,3,0,0,1
11908,1,1,0,0
11909,2,0,1,0
11910,3,0,0,1
11911,0,0,0,0
11912,0,0,0,0
11913,0,0,0,0
11914,0,0,0,0
11915,0,0,0,0
11916,1,1,0,0
11917,1,1,0,0
11918,1,1,0,0
11919,1,1,0,0
11920,1,1,0,0
11921,0,0,0,0
11922,3,0,0,1
11923,3,0,0,1
11924,0,0,0,0
11925,1,1,0,0
11926,1,1,0,0
11927,1,1,0,0
11928,0,0,0,0
11929,0,0,0,0
11930,1,1,0,0
11931,3,0,0,1
11932,0,0,0,0
11933,1,1,0,0
11934,0,0,0,0
11935,3,0,0,1
11936,1,1,0,0
11937,3,0,0,1
11938,0,0,0,0
11939,3,0,0,1
11940,3,0,0,1
11941,0,0,0,0
11942,1,1,0,0
11943,1,1,0,0
11944,1,1,0,0
11945,0,0,0,0
11946,0,0,0,0
11947,0,0,0,0
11948,0,0,0,0
11949,1,1,0,0
11950,0,0,0,0
11951,1,1,0,0
11952,2,0,1,0
11953,1,1,0,0
11954,3,0,0,1
11955,1,1,0,0
11956,3,0,0,1
11957,0,0,0,0
11958,0,0,0,0
11959,1,1,0,0
11960,3,0,0,1
11961,0,0,0,0
11962,0,0,0,0
11963,3,0,0,1
11964,0,0,0,0
11965,3,0,0,1
11966,0,0,0,0
11967,0,0,0,0
11968,0,0,0,0
11969,0,0,0,0
11970,0,0,0,0
11971,3,0,0,1
11972,1,1,0,0
11973,1,1,0,0
11974,0,0,0,0
11975,2,0,1,0
11976,1,1,0,0
11977,1,1,0,0
11978,0,0,0,0
11979,1,1,0,0
11980,1,1,0,0
11981,0,0,0,0
11982,0,0,0,0
11983,3,0,0,1
11984,0,0,0,0
11985,0,0,0,0
11986,0,0,0,0
11987,3,0,0,1
11988,0,0,0,0
11989,1,1,0,0
11990,1,1,0,0
11991,1,1,0,0
11992,1,1,0,0
11993,3,0,0,1
11994,0,0,0,0
11995,0,0,0,0
11996,0,0,0,0
11997,1,1,0,0
11998,2,0,1,0
11999,1,1,0,0
12000,1,1,0,0
12001,3,0,0,1
12002,1,1,0,0
12003,1,1,0,0
12004,0,0,0,0
12005,0,0,0,0
12006,0,0,0,0
12007,3,0,0,1
12008,0,0,0,0
12009,1,1,0,0
12010,0,0,0,0
12011,0,0,0,0
12012,0,0,0,0
12013,3,0,0,1
12014,3,0,0,1
12015,1,1,0,0
12016,1,1,0,0
12017,1,1,0,0
12018,2,0,1,0
12019,0,0,0,0
12020,3,0,0,1
12021,0,0,0,0
12022,1,1,0,0
12023,0,0,0,0
12024,0,0,0,0
12025,0,0,0,0
12026,0,0,0,0
12027,0,0,0,0
12028,0,0,0,0
12029,0,0,0,0
12030,0,0,0,0
12031,0,0,0,0
12032,0,0,0,0
12033,2,0,1,0
12034,0,0,0,0
12035,0,0,0,0
12036,3,0,0,1
12037,3,0,0,1
12038,1,1,0,0
12039,0,0,0,0
12040,0,0,0,0
12041,3,0,0,1
12042,0,0,0,0
12043,0,0,0,0
12044,2,0,1,0
12045,0,0,0,0
12046,3,0,0,1
12047,3,0,0,1
12048,0,0,0,0
12049,3,0,0,1
12050,0,0,0,0
12051,0,0,0,0
12052,0,0,0,0
12053,1,1,0,0
12054,1,1,0,0
12055,1,1,0,0
12056,0,0,0,0
12057,0,0,0,0
12058,0,0,0,0
12059,0,0,0,0
12060,1,1,0,0
12061,0,0,0,0
12062,1,1,0,0
12063,0,0,0,0
12064,3,0,0,1
12065,1,1,0,0
12066,1,1,0,0
12067,2,0,1,0
12068,0,0,0,0
12069,0,0,0,0
12070,0,0,0,0
12071,0,0,0,0
12072,0,0,0,0
12073,0,0,0,0
12074,1,1,0,0
12075,1,1,0,0
12076,1,1,0,0
12077,1,1,0,0
12078,0,0,0,0
12079,3,0,0,1
12080,0,0,0,0
12081,0,0,0,0
12082,1,1,0,0
12083,3,0,0,1
12084,0,0,0,0
12085,3,0,0,1
12086,0,0,0,0
12087,3,0,0,1
12088,3,0,0,1
12089,3,0,0,1
12090,1,1,0,0
12091,1,1,0,0
12092,0,0,0,0
12093,0,0,0,0
12094,1,1,0,0
12095,3,0,0,1
12096,1,1,0,0
12097,0,0,0,0
12098,0,0,0,0
12099,1,1,0,0
12100,1,1,0,0
12101,0,0,0,0
12102,1,1,0,0
12103,0,0,0,0
12104,0,0,0,0
12105,0,0,0,0
12106,0,0,0,0
12107,0,0,0,0
12108,0,0,0,0
12109,0,0,0,0
12110,0,0,0,0
12111,3,0,0,1
12112,0,0,0,0
12113,3,0,0,1
12114,0,0,0,0
12115,1,1,0,0
12116,3,0,0,1
12117,0,0,0,0
12118,0,0,0,0
12119,0,0,0,0
12120,3,0,0,1
12121,0,0,0,0
12122,0,0,0,0
12123,1,1,0,0
12124,0,0,0,0
12125,3,0,0,1
12126,3,0,0,1
12127,1,1,0,0
12128,0,0,0,0
12129,3,0,0,1
12130,0,0,0,0
12131,3,0,0,1
12132,1,1,0,0
12133,0,0,0,0
12134,0,0,0,0
12135,0,0,0,0
12136,0,0,0,0
12137,1,1,0,0
12138,1,1,0,0
12139,1,1,0,0
12140,0,0,0,0
12141,0,0,0,0
12142,1,1,0,0
12143,3,0,0,1
12144,0,0,0,0
12145,3,0,0,1
12146,3,0,0,1
12147,1,1,0,0
12148,0,0,0,0
12149,2,0,1,0
12150,0,0,0,0
12151,0,0,0,0
12152,0,0,0,0
12153,1,1,0,0
12154,0,0,0,0
12155,1,1,0,0
12156,0,0,0,0
12157,1,1,0,0
12158,0,0,0,0
12159,0,0,0,0
12160,1,1,0,0
12161,1,1,0,0
12162,3,0,0,1
12163,3,0,0,1
12164,0,0,0,0
12165,0,0,0,0
12166,0,0,0,0
12167,3,0,0,1
12168,3,0,0,1
12169,3,0,0,1
12170,3,0,0,1
12171,1,1,0,0
12172,0,0,0,0
12173,0,0,0,0
12174,2,0,1,0
12175,1,1,0,0
12176,3,0,0,1
12177,0,0,0,0
12178,1,1,0,0
12179,0,0,0,0
12180,3,0,0,1
12181,3,0,0,1
12182,1,1,0,0
